TEXT-ID	SUBCORPUS	PRS-ID	SEX	AGE	1LANG	DIALECT	EDUCATION	PERM-RESD	CHILD-RESD	UTTS	WORDS
Gos245	Gos	audience	-	-		-	-	-	-	0	0
Gos245	Gos	all	-	-		-	-	-	-	0	0
Gos246	Gos	Mm-star-07523	moški	30 do 59 let	slovenščina	-	višja ali visoka šola	podravska	-	369	3258
Gos246	Gos	Am-soro-07522	moški	18 do 34 let	slovenščina	-	fakulteta ali več	podravska	-	347	4723
Gos246	Gos	audience	-	-		-	-	-	-	0	0
Gos246	Gos	all	-	-		-	-	-	-	0	0
Gos247	Gos	Df-star-07526	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	podravska	-	259	3557
Gos247	Gos	Pf-otro-07527	ženski	18 do 34 let	slovenščina	-	fakulteta ali več	podravska	-	237	2781
Gos247	Gos	audience	-	-		-	-	-	-	0	0
Gos247	Gos	all	-	-		-	-	-	-	0	0
Gos248	Gos	Mf-drug-07525	ženski	18 do 34 let	slovenščina	-	srednja šola	podravska	-	185	1293
Gos248	Gos	Bf-ssta-07524	ženski	nad 60 let	slovenščina	-	višja ali visoka šola	podravska, osrednjeslovenska	-	209	3922
Gos248	Gos	audience	-	-		-	-	-	-	0	0
Gos249	Gos	Am-star-02268	moški	30 do 59 let	južnoslovanski jeziki	-	višja ali visoka šola	tujina, podravska	-	157	4516
Gos249	Gos	Bf-otro-02269	ženski	18 do 34 let	slovenščina	-	fakulteta ali več	podravska	-	131	259
Gos249	Gos	all	-	-		-	-	-	-	0	0
Gos249	Gos	audience	-	-		-	-	-	-	0	0
Gos250	Gos	Bf-ssta-07520	ženski	nad 60 let	slovenščina	-	srednja šola	podravska	-	312	1873
Gos250	Gos	Pf-vrst-07519	ženski	18 do 34 let	slovenščina	-	srednja šola	podravska	-	253	1963
Gos250	Gos	Dm-ssta-07521	moški	nad 60 let	slovenščina	-	srednja šola	podravska	-	20	84
Gos250	Gos	audience	-	-		-	-	-	-	0	0
Gos250	Gos	all	-	-		-	-	-	-	0	0
Gos251	Gos	Om-prij-07528	moški	18 do 34 let	slovenščina	-	srednja šola	podravska	-	148	1207
Gos251	Gos	Vm-prij-07529	moški	18 do 34 let	slovenščina	-	srednja šola	podravska	-	61	359
Gos251	Gos	Sm-prij-07530	moški	18 do 34 let	slovenščina	-	srednja šola	podravska	-	113	683
Gos251	Gos	Mm-prij-07531	moški	18 do 34 let	slovenščina	-	srednja šola	podravska	-	110	642
Gos251	Gos	all	-	-		-	-	-	-	0	0
Gos251	Gos	audience	-	-		-	-	-	-	0	0
Gos252	Gos	Af-vrst-07522	ženski	18 do 34 let	slovenščina	-	srednja šola	podravska	-	210	2100
Gos252	Gos	audience	-	-		-	-	-	-	0	0
Gos252	Gos	Pf-vrst-07519	ženski	18 do 34 let	slovenščina	-	srednja šola	podravska	-	146	991
Gos252	Gos	Am-vrst-07523	moški	18 do 34 let	slovenščina	-	višja ali visoka šola	podravska	-	112	621
Gos252	Gos	all	-	-		-	-	-	-	0	0
Gos252	Gos	Yf-vrst-00000	ženski	-		-	-	-	-	4	11
Gos253	Gos	Am-prij-02280	moški	30 do 59 let	slovenščina	-	višja ali visoka šola	koroška, podravska	-	150	1442
Gos253	Gos	Bm-prij-02281	moški	18 do 34 let	slovenščina	-	srednja šola	podravska	-	92	426
Gos253	Gos	Cm-prij-02282	moški	30 do 59 let	slovenščina	-	srednja šola	podravska	-	187	2539
Gos253	Gos	audience	-	-		-	-	-	-	0	0
Gos253	Gos	all	-	-		-	-	-	-	0	0
Gos254	Gos	If-prij-06008	ženski	18 do 34 let	slovenščina	-	srednja šola	pomurska	-	502	2543
Gos254	Gos	Dm-prij-06009	moški	18 do 34 let	slovenščina	-	srednja šola	pomurska	-	296	1796
Gos254	Gos	Mm-prij-06007	moški	18 do 34 let	slovenščina	-	srednja šola	pomurska	-	343	2433
Gos254	Gos	audience	-	-		-	-	-	-	0	0
Gos254	Gos	all	-	-		-	-	-	-	0	0
Gos254	Gos	Jm-prij-05614	moški	18 do 34 let	slovenščina	-	srednja šola	pomurska	-	8	8
Gos255	Gos	Sm-soro-10523	moški	nad 60 let	slovenščina	-	fakulteta ali več	pomurska	-	199	1917
Gos255	Gos	Tf-soro-10524	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	pomurska	-	276	4595
Gos255	Gos	Jm-soro-05614	moški	18 do 34 let	slovenščina	-	srednja šola	pomurska	-	126	877
Gos255	Gos	all	-	-		-	-	-	-	0	0
Gos255	Gos	audience	-	-		-	-	-	-	0	0
Gos256	Gos	Bf-sode-07099	ženski	30 do 59 let	slovenščina	-	srednja šola	jugovzhodna Slovenija	-	334	3972
Gos256	Gos	Af-sode-07098	ženski	30 do 59 let	slovenščina	-	srednja šola	jugovzhodna Slovenija	-	317	1976
Gos256	Gos	audience	-	-		-	-	-	-	0	0
Gos256	Gos	all	-	-		-	-	-	-	0	0
Gos257	Gos	Af-prij-07149	ženski	30 do 59 let	slovenščina	-	srednja šola	jugovzhodna Slovenija	-	212	4655
Gos257	Gos	Bm-prij-07150	moški	30 do 59 let	slovenščina	-	fakulteta ali več	jugovzhodna Slovenija, osrednjeslovenska	-	121	775
Gos257	Gos	Cf-prij-07151	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	jugovzhodna Slovenija, osrednjeslovenska	-	113	715
Gos257	Gos	audience	-	-		-	-	-	-	0	0
Gos257	Gos	all	-	-		-	-	-	-	0	0
Gos258	Gos	Am-prij-07167	moški	18 do 34 let	slovenščina	-	fakulteta ali več	jugovzhodna Slovenija, osrednjeslovenska	-	229	2487
Gos258	Gos	Bm-prij-07168	moški	18 do 34 let	slovenščina	-	srednja šola	jugovzhodna Slovenija, osrednjeslovenska	-	230	2134
Gos258	Gos	audience	-	-		-	-	-	-	0	0
Gos258	Gos	all	-	-		-	-	-	-	0	0
Gos259	Gos	Dm-prij-06581	moški	18 do 34 let	južnoslovanski jeziki	-	fakulteta ali več	tujina, osrednjeslovenska	-	190	1495
Gos259	Gos	Im-prij-06580	moški	18 do 34 let	južnoslovanski jeziki	-	fakulteta ali več	tujina, osrednjeslovenska	-	191	1822
Gos259	Gos	all	-	-		-	-	-	-	0	0
Gos259	Gos	audience	-	-		-	-	-	-	0	0
Gos260	Gos	Dm-znan-07550	moški	18 do 34 let	slovenščina	-	srednja šola	savinjska, podravska	-	267	1678
Gos260	Gos	Cf-znan-07540	ženski	18 do 34 let	drugi romanski jeziki	-	fakulteta ali več	tujina, osrednjeslovenska, podravska	-	315	3289
Gos260	Gos	all	-	-		-	-	-	-	0	0
Gos260	Gos	audience	-	-		-	-	-	-	0	0
Gos261	Gos	Sf-znan-07534	ženski	18 do 34 let	slovenščina	-	višja ali visoka šola	podravska, osrednjeslovenska	-	81	452
Gos261	Gos	Tf-znan-07540	ženski	18 do 34 let	drugi romanski jeziki	-	fakulteta ali več	tujina, osrednjeslovenska, podravska, pomurska	-	96	1450
Gos261	Gos	audience	-	-		-	-	-	-	0	0
Gos261	Gos	all	-	-		-	-	-	-	0	0
Gos262	Gos	Af-prij-00507	ženski	18 do 34 let	slovenščina	-	srednja šola	osrednjeslovenska, osrednjeslovenska	-	152	1833
Gos262	Gos	Bf-prij-00508	ženski	18 do 34 let	slovenščina	-	srednja šola	osrednjeslovenska, osrednjeslovenska	-	148	1260
Gos262	Gos	all	-	-		-	-	-	-	0	0
Gos262	Gos	audience	-	-		-	-	-	-	0	0
Gos263	Gos	Af-star-01083	ženski	nad 60 let	slovenščina	-	OŠ ali manj	koroška	-	174	2102
Gos263	Gos	Mm-otro-01079	moški	30 do 59 let	slovenščina	-	srednja šola	koroška, savinjska, podravska	-	126	698
Gos263	Gos	all	-	-		-	-	-	-	0	0
Gos263	Gos	audience	-	-		-	-	-	-	0	0
Gos264	Gos	Tm-prij-01081	moški	18 do 34 let	slovenščina	-	višja ali visoka šola	koroška, savinjska	-	134	1227
Gos264	Gos	Bf-prij-01082	ženski	18 do 34 let	slovenščina	-	srednja šola	koroška, savinjska, osrednjeslovenska	-	123	779
Gos264	Gos	audience	-	-		-	-	-	-	0	0
Gos265	Gos	Mm-prij-01079	moški	30 do 59 let	slovenščina	-	srednja šola	koroška, savinjska, podravska	-	130	935
Gos265	Gos	Im-prij-01080	moški	nad 60 let	slovenščina	-	OŠ ali manj	koroška	-	129	822
Gos265	Gos	audience	-	-		-	-	-	-	0	0
Gos266	Gos	Dm-prij-01099	moški	18 do 34 let	slovenščina	-	fakulteta ali več	podravska, koroška, tujina	-	127	1380
Gos266	Gos	Mf-prij-01101	ženski	nad 60 let	slovenščina	-	višja ali visoka šola	koroška, podravska	-	68	416
Gos266	Gos	Af-prij-01100	ženski	18 do 34 let	slovenščina	-	fakulteta ali več	koroška, savinjska, podravska	-	127	815
Gos266	Gos	audience	-	-		-	-	-	-	0	0
Gos266	Gos	all	-	-		-	-	-	-	0	0
Gos267	Gos	Mf-prij-01077	ženski	30 do 59 let	slovenščina	-	višja ali visoka šola	koroška, podravska	-	23	528
Gos267	Gos	Dm-prij-01078	moški	30 do 59 let	slovenščina	-	srednja šola	koroška	-	23	200
Gos267	Gos	audience	-	-		-	-	-	-	0	0
Gos268	Gos	Vf-prij-06002	ženski	18 do 34 let	slovenščina	-	srednja šola	savinjska	-	191	715
Gos268	Gos	Tf-prij-06001	ženski	18 do 34 let	slovenščina	-	srednja šola	savinjska, podravska	-	241	2169
Gos268	Gos	audience	-	-		-	-	-	-	0	0
Gos268	Gos	all	-	-		-	-	-	-	0	0
Gos269	Gos	Am-prij-02168	moški	18 do 34 let	slovenščina	-	OŠ ali manj	savinjska	-	69	539
Gos269	Gos	Bm-prij-02169	moški	18 do 34 let	slovenščina	-	srednja šola	savinjska	-	72	525
Gos269	Gos	audience	-	-		-	-	-	-	0	0
Gos269	Gos	all	-	-		-	-	-	-	0	0
Gos270	Gos	Bm-prij-02169	moški	18 do 34 let	slovenščina	-	srednja šola	savinjska	-	134	1124
Gos270	Gos	Am-prij-02168	moški	18 do 34 let	slovenščina	-	OŠ ali manj	savinjska	-	135	1284
Gos270	Gos	all	-	-		-	-	-	-	0	0
Gos270	Gos	audience	-	-		-	-	-	-	0	0
Gos271	Gos	Af-prij-02102	ženski	18 do 34 let	slovenščina	-	srednja šola	savinjska	-	59	603
Gos271	Gos	Bf-prij-02103	ženski	18 do 34 let	slovenščina	-	srednja šola	savinjska	-	50	362
Gos271	Gos	audience	-	-		-	-	-	-	0	0
Gos271	Gos	all	-	-		-	-	-	-	0	0
Gos272	Gos	Af-prij-02108	ženski	18 do 34 let	slovenščina	-	srednja šola	savinjska	-	36	125
Gos272	Gos	Bf-prij-02102	ženski	18 do 34 let	slovenščina	-	srednja šola	savinjska	-	41	258
Gos272	Gos	audience	-	-		-	-	-	-	0	0
Gos272	Gos	all	-	-		-	-	-	-	0	0
Gos273	Gos	Af-prij-02101	ženski	18 do 34 let	slovenščina	-	srednja šola	podravska	-	294	2185
Gos273	Gos	Bf-prij-02102	ženski	18 do 34 let	slovenščina	-	srednja šola	savinjska	-	318	3958
Gos273	Gos	all	-	-		-	-	-	-	0	0
Gos273	Gos	audience	-	-		-	-	-	-	0	0
Gos274	Gos	Af-soro-02170	ženski	18 do 34 let	slovenščina	-	srednja šola	savinjska, podravska	-	94	650
Gos274	Gos	Bm-soro-02171	moški	18 do 34 let	slovenščina	-	srednja šola	savinjska	-	96	518
Gos274	Gos	audience	-	-		-	-	-	-	0	0
Gos275	Gos	Af-prij-05515	ženski	18 do 34 let	slovenščina	-	srednja šola	goriška, osrednjeslovenska	-	100	1110
Gos275	Gos	Bf-prij-05516	ženski	18 do 34 let	slovenščina	-	srednja šola	goriška, osrednjeslovenska	-	96	830
Gos276	Gos	Bm-prij-05577	moški	18 do 34 let	slovenščina	-	višja ali visoka šola	goriška, osrednjeslovenska	-	94	1399
Gos276	Gos	Am-prij-05576	moški	18 do 34 let	slovenščina	-	srednja šola	goriška, osrednjeslovenska	-	89	1135
Gos277	Gos	Pm-prij-06582	moški	18 do 34 let	slovenščina	-	srednja šola	osrednjeslovenska	-	354	2104
Gos277	Gos	Tm-prij-06583	moški	18 do 34 let	slovenščina	-	srednja šola	osrednjeslovenska	-	314	2038
Gos277	Gos	audience	-	-		-	-	-	-	0	0
Gos277	Gos	all	-	-		-	-	-	-	0	0
Gos278	Gos	Bf-prij-09525	ženski	18 do 34 let	slovenščina	-	srednja šola	osrednjeslovenska	-	256	2358
Gos278	Gos	Df-prij-09526	ženski	18 do 34 let	slovenščina	-	srednja šola	osrednjeslovenska	-	284	3036
Gos278	Gos	audience	-	-		-	-	-	-	0	0
Gos278	Gos	all	-	-		-	-	-	-	0	0
Gos279	Gos	Lm-prij-09515	moški	10 do 18 let	slovenščina	-	OŠ ali manj	osrednjeslovenska	-	132	779
Gos279	Gos	Sm-prij-09516	moški	10 do 18 let	slovenščina	-	OŠ ali manj	osrednjeslovenska	-	122	667
Gos279	Gos	audience	-	-		-	-	-	-	0	0
Gos280	Gos	Af-soro-09512	ženski	nad 60 let	slovenščina	-	srednja šola	osrednjeslovenska	-	413	3138
Gos280	Gos	Mf-soro-09513	ženski	nad 60 let	slovenščina	-	srednja šola	osrednjeslovenska	-	450	4541
Gos280	Gos	all	-	-		-	-	-	-	0	0
Gos280	Gos	audience	-	-		-	-	-	-	0	0
Gos281	Gos	Mm-soro-00809	moški	18 do 34 let	slovenščina	-	srednja šola	osrednjeslovenska	-	239	2949
Gos281	Gos	Jm-soro-00810	moški	18 do 34 let	slovenščina	-	srednja šola	osrednjeslovenska	-	260	3464
Gos281	Gos	all	-	-		-	-	-	-	0	0
Gos281	Gos	audience	-	-		-	-	-	-	0	0
Gos282	Gos	If-prij-01073	ženski	18 do 34 let	slovenščina	-	srednja šola	koroška, podravska, savinjska	-	250	1740
Gos282	Gos	Uf-prij-01074	ženski	18 do 34 let	slovenščina	-	višja ali visoka šola	koroška, obalno-kraška	-	222	1475
Gos282	Gos	all	-	-		-	-	-	-	0	0
Gos282	Gos	audience	-	-		-	-	-	-	0	0
Gos283	Gos	Nm-prij-06006	moški	18 do 34 let	slovenščina	-	srednja šola	pomurska	-	289	1993
Gos283	Gos	Mm-prij-06005	moški	18 do 34 let	slovenščina	-	srednja šola	pomurska	-	302	4001
Gos283	Gos	all	-	-		-	-	-	-	0	0
Gos283	Gos	audience	-	-		-	-	-	-	0	0
Gos284	Gos	Mf-otro-06004	ženski	30 do 59 let	slovenščina	-	srednja šola	pomurska	-	102	585
Gos284	Gos	Zf-star-06003	ženski	30 do 59 let	slovenščina	-	srednja šola	pomurska	-	103	1117
Gos284	Gos	audience	-	-		-	-	-	-	0	0
Gos285	Gos	Am-prij-07100	moški	18 do 34 let	slovenščina	-	srednja šola	osrednjeslovenska, jugovzhodna Slovenija	-	355	2416
Gos285	Gos	Bf-prij-07101	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	jugovzhodna Slovenija	-	283	2082
Gos285	Gos	all	-	-		-	-	-	-	0	0
Gos285	Gos	audience	-	-		-	-	-	-	0	0
Gos286	Gos	Am-prij-07102	moški	18 do 34 let	slovenščina	-	srednja šola	savinjska, osrednjeslovenska	-	288	2980
Gos286	Gos	Bm-prij-07103	moški	18 do 34 let	slovenščina	-	srednja šola	jugovzhodna Slovenija, osrednjeslovenska	-	254	2253
Gos286	Gos	all	-	-		-	-	-	-	0	0
Gos286	Gos	audience	-	-		-	-	-	-	0	0
Gos287	Gos	Bm-prij-01072	moški	18 do 34 let	slovenščina	-	višja ali visoka šola	pomurska, koroška, podravska	-	294	2007
Gos287	Gos	Bf-prij-01071	ženski	18 do 34 let	slovenščina	-	fakulteta ali več	koroška, osrednjeslovenska	-	297	1673
Gos287	Gos	audience	-	-		-	-	-	-	0	0
Gos287	Gos	all	-	-		-	-	-	-	0	0
GosVL01_pravo	GosVL	Bm-vl007	moški	-		-	-	-	-	2	5346
GosVL02_kleme	GosVL	Cm-vl008	moški	-		-	-	-	-	10	1550
GosVL03_medit	GosVL	Dm-vl009	moški	-		-	-	-	-	5	3029
GosVL04_fitot	GosVL	Em-vl010	moški	-		-	-	-	-	1	1413
GosVL04_fitot	GosVL	GosVL04_fitot-audience	-	-		-	-	-	-	0	0
GosVL05_zsrce	GosVL	Gf-vl012	ženski	-		-	-	-	-	5	92
GosVL05_zsrce	GosVL	Hm-vl013	moški	-		-	-	-	-	11	1115
GosVL06_kzcoi	GosVL	Jm-vl015	moški	-		-	-	-	-	10	400
GosVL06_kzcoi	GosVL	Im-vl014	moški	-		-	-	-	-	8	3889
GosVL06_kzcoi	GosVL	GosVL06_kzcoi-audience	-	-		-	-	-	-	0	0
GosVL07_kungf	GosVL	Om-vl020	moški	-		-	-	-	-	111	6041
GosVL07_kungf	GosVL	Pm-vl021	moški	-		-	-	-	-	2	8
GosVL07_kungf	GosVL	GosVL07_kungf-audience	-	-		-	-	-	-	0	0
GosVL08_droge	GosVL	Kf-vl016	ženski	-		-	-	-	-	12	2337
GosVL09_ocean	GosVL	Lf-vl017	ženski	-		-	-	-	-	22	5801
GosVL10_partn	GosVL	Af-vl001	ženski	-		-	-	-	-	37	6304
GosVL10_partn	GosVL	GosVL10_partn-audience	-	-		-	-	-	-	0	0
GosVL10_partn	GosVL	Xm-vl002	moški	-		-	-	-	-	2	5
GosVL10_partn	GosVL	Xm-vl003	moški	-		-	-	-	-	2	5
GosVL10_partn	GosVL	Xf-vl004	ženski	-		-	-	-	-	3	16
GosVL10_partn	GosVL	Xm-vl005	moški	-		-	-	-	-	3	12
GosVL10_partn	GosVL	Xf-vl006	ženski	-		-	-	-	-	3	4
GosVL11_lhise	GosVL	Mf-vl018	ženski	-		-	-	-	-	1	931
GosVL11_lhise	GosVL	Nm-vl019	moški	-		-	-	-	-	2	512
GosVL12_cujec	GosVL	Pf-vl020	ženski	-		-	-	-	-	63	9973
GosVL12_cujec	GosVL	GosVL12_cujec-audience	-	-		-	-	-	-	0	0
GosVL13_menin	GosVL	Rm-vl021	moški	-		-	-	-	-	10	3477
GosVL14_karci	GosVL	Sm-vl022	moški	-		-	-	-	-	6	2423
GosVL15_celia	GosVL	Tm-vl024	moški	-		-	-	-	-	19	1121
GosVL15_celia	GosVL	Uf-vl025	ženski	-		-	-	-	-	11	1118
GosVL15_celia	GosVL	Xm-vl666	moški	-		-	-	-	-	11	209
GosVL15_celia	GosVL	Yf-vl025	ženski	-		-	-	-	-	4	38
GosVL15_celia	GosVL	GosVL15_celia-audience	-	-		-	-	-	-	0	0
GosVL15_celia	GosVL	Yf-vl222	ženski	-		-	-	-	-	7	96
GosVL16_stara	GosVL	Vf-vl026	ženski	-		-	-	-	-	9	3675
GosVL16_stara	GosVL	Ym-vl444	moški	-		-	-	-	-	10	91
GosVL16_stara	GosVL	GosVL16_stara-audience	-	-		-	-	-	-	0	0
GosVL16_stara	GosVL	Yf-vl333	ženski	-		-	-	-	-	4	195
GosVL16_stara	GosVL	Ym-vl765	moški	-		-	-	-	-	3	80
GosVL17_inten	GosVL	Zm-vl027	moški	-		-	-	-	-	3	2771
GosVL17_inten	GosVL	GosVL17_inten-audience	-	-		-	-	-	-	0	0
GosVL18_aritm	GosVL	Hm-vl707	moški	-		-	-	-	-	11	3389
GosVL19_pujsk	GosVL	Yf-vl090	ženski	-		-	-	-	-	6	142
GosVL19_pujsk	GosVL	Gm-vl706	moški	-		-	-	-	-	7	2526
GosVL19_pujsk	GosVL	GosVL19_pujsk-audience	-	-		-	-	-	-	0	0
GosVL20_zumer	GosVL	Fm-vl705	moški	-		-	-	-	-	1	1377
GosVL20_zumer	GosVL	Ym-vl434	moški	-		-	-	-	-	1	3
GosVL21_poraz	GosVL	Ef-vl704	ženski	-		-	-	-	-	2	1834
GosVL22_siste	GosVL	Dm-vl703	moški	-		-	-	-	-	1	2221
GosVL23_jeklo	GosVL	Cm-vl702	moški	-		-	-	-	-	1	1318
GosVL24_inter	GosVL	Bf-vl701	ženski	-		-	-	-	-	25	3394
GosVL24_inter	GosVL	Ym-vl224	moški	-		-	-	-	-	5	9
GosVL24_inter	GosVL	GosVL24_inter-audience	-	-		-	-	-	-	0	0
GosVL24_inter	GosVL	Ym-vl228	moški	-		-	-	-	-	6	147
GosVL25_nanom	GosVL	Af-vl700	ženski	-		-	-	-	-	5	3023
GosVL26_slova	GosVL	Bm-vl709	moški	-		-	-	-	-	19	447
GosVL26_slova	GosVL	Am-vl708	moški	-		-	-	-	-	42	3618
GosVL26_slova	GosVL	Xm-vl712	moški	-		-	-	-	-	3	19
GosVL26_slova	GosVL	GosVL26_slova-audience	-	-		-	-	-	-	0	0
GosVL26_slova	GosVL	Cm-vl710	moški	-		-	-	-	-	5	36
GosVL26_slova	GosVL	Df-vl711	ženski	-		-	-	-	-	4	4
GosVL27_zagar	GosVL	Em-vl712	moški	-		-	-	-	-	7	1940
GosVL28_reber	GosVL	Fm-vl713	moški	-		-	-	-	-	17	2794
GosVL28_reber	GosVL	GosVL28_reber-audience	-	-		-	-	-	-	0	0
GosVL29_hladn	GosVL	Gm-vl714	moški	-		-	-	-	-	13	4269
GosVL29_hladn	GosVL	GosVL29_hladn-audience	-	-		-	-	-	-	0	0
GosVL29_hladn	GosVL	Xf-vl714	ženski	-		-	-	-	-	2	2
GosVL29_hladn	GosVL	Xm-vl515	moški	-		-	-	-	-	2	6
GosVL30_kramb	GosVL	Hm-vl715	moški	-		-	-	-	-	15	4073
GosVL30_kramb	GosVL	GosVL30_kramb-audience	-	-		-	-	-	-	0	0
GosVL31_plesn	GosVL	If-vl716	ženski	-		-	-	-	-	5	2079
GosVL32_temen	GosVL	Jf-vl717	ženski	-		-	-	-	-	13	6531
GosVL33_erjav	GosVL	Kf-vl718	ženski	-		-	-	-	-	1	1959
GosVL34_druzb	GosVL	Nf-vl721	ženski	-		-	-	-	-	1	1948
GosVL35_vicar	GosVL	Mf-vl720	ženski	-		-	-	-	-	20	3847
GosVL35_vicar	GosVL	Xm-vl444	moški	-		-	-	-	-	1	7
GosVL36_bozan	GosVL	Xf-vl720	ženski	-		-	-	-	-	1	46
GosVL36_bozan	GosVL	Lf-vl719	ženski	-		-	-	-	-	11	2134
GosVL37_zadel	GosVL	Om-vl727	moški	-		-	-	-	-	148	13027
GosVL37_zadel	GosVL	GosVL37_zadel-audience	-	-		-	-	-	-	0	0
GosVL38_remsk	GosVL	Af-vl201	ženski	-		-	-	-	-	27	4069
GosVL38_remsk	GosVL	GosVL38_remsk-audience	-	-		-	-	-	-	0	0
GosVL39_skrek	GosVL	Bm-vl202	moški	-		-	-	-	-	8	1089
GosVL40_dobra	GosVL	Cm-vl203	moški	-		-	-	-	-	1	1609
GosVL41_custv	GosVL	Df-vl204	ženski	-		-	-	-	-	14	5168
GosVL42_kovac	GosVL	Ef-vl205	ženski	-		-	-	-	-	5	1552
GosVL43_ramsa	GosVL	Ff-vl206	ženski	-		-	-	-	-	17	2063
GosVL43_ramsa	GosVL	Xf-vl207	ženski	-		-	-	-	-	1	2
GosVL44_mramo	GosVL	Gm-vl207	moški	-		-	-	-	-	19	3658
GosVL44_mramo	GosVL	Hm-vl208	moški	-		-	-	-	-	6	26
GosVL44_mramo	GosVL	Xm-vl209	moški	-		-	-	-	-	1	68
GosVL44_mramo	GosVL	GosVL44_mramo-audience	-	-		-	-	-	-	0	0
GosVL45_tinta	GosVL	Jf-vl210	ženski	-		-	-	-	-	4	96
GosVL45_tinta	GosVL	Kf-vl211	ženski	-		-	-	-	-	5	1689
GosVL46_peter	GosVL	Lf-vl212	ženski	-		-	-	-	-	5	102
GosVL46_peter	GosVL	Mf-vl213	ženski	-		-	-	-	-	5	1280
GosVL47_algeb	GosVL	Nf-vl214	ženski	-		-	-	-	-	5	85
GosVL47_algeb	GosVL	Om-vl215	moški	-		-	-	-	-	13	1460
GosVL48_vavpo	GosVL	Pm-vl216	moški	-		-	-	-	-	7	3506
GosVL49_izobr	GosVL	Rm-vl217	moški	-		-	-	-	-	4	1923
GosVL49_izobr	GosVL	GosVL49_izobr-audience	-	-		-	-	-	-	0	0
GosVL50_smole	GosVL	Sf-vl218	ženski	-		-	-	-	-	14	3940
GosVL51_horva	GosVL	Tm-vl219	moški	-		-	-	-	-	27	1954
GosVL51_horva	GosVL	GosVL51_horva-audience	-	-		-	-	-	-	0	0
GosVL52_bezge	GosVL	Um-vl220	moški	-		-	-	-	-	8	1362
GosVL52_bezge	GosVL	GosVL52_bezge-audience	-	-		-	-	-	-	0	0
GosVL53_sirok	GosVL	Vm-vl221	moški	-		-	-	-	-	41	2711
GosVL53_sirok	GosVL	Zm-vl222	moški	-		-	-	-	-	43	3618
GosVL54_mrhar	GosVL	Xm-vl223	moški	-		-	-	-	-	1	1481
GosVL55_vrabe	GosVL	Yf-vl224	ženski	-		-	-	-	-	2	1699
GosVL55_vrabe	GosVL	GosVL55_vrabe-audience	-	-		-	-	-	-	0	0
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3006	moški	30 do 59 let	slovenščina	standardni jezik	fakulteta ali več	-	-	27	1257
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3008	moški	30 do 59 let	slovenščina	standardni jezik	fakulteta ali več	osrednjeslovenska	-	3	1145
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3011	ženski	30 do 59 let	slovenščina	standardni jezik	-	-	-	9	1335
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3001	ženski	30 do 59 let	slovenščina	standardni jezik	fakulteta ali več	-	-	4	1082
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3003	moški	30 do 59 let	slovenščina	standardni jezik	fakulteta ali več	osrednjeslovenska	-	4	1339
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3012	ženski	30 do 59 let	slovenščina	standardni jezik	fakulteta ali več	-	-	5	871
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3009	ženski	30 do 59 let	slovenščina	standardni jezik	fakulteta ali več	-	-	5	1153
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3005	moški	-	slovenščina	standardni jezik	fakulteta ali več	-	-	5	711
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3007	moški	30 do 59 let	slovenščina	standardni jezik	višja ali visoka šola	-	-	1	1459
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3010	moški	-	slovenščina	standardni jezik	-	-	-	5	1224
Artur-J-Gvecg-P500001	Artur-J	Artur-J-G3004	moški	30 do 59 let	slovenščina	standardni jezik	fakulteta ali več	-	-	8	1276
Artur-J-Gvecg-P500002	Artur-J	Artur-J-G3002	ženski	30 do 59 let	slovenščina	standardni jezik	fakulteta ali več	-	-	1	732
Artur-J-Gvecg-P500013	Artur-J	Artur-J-G3018	ženski	-	slovenščina	standardni jezik	-	-	-	20	802
Artur-J-Gvecg-P500013	Artur-J	Artur-J-G3013	ženski	-	slovenščina	standardni jezik	fakulteta ali več	-	-	1	250
Artur-J-Gvecg-P500013	Artur-J	Artur-J-G3016	moški	30 do 59 let	slovenščina	pogovorni jezik	fakulteta ali več	-	posavska	19	2477
Artur-J-Gvecg-P500013	Artur-J	Artur-J-G3017	moški	-	slovenščina	standardni jezik	fakulteta ali več	-	-	34	1816
Artur-J-Gvecg-P500013	Artur-J	Artur-J-G3014	ženski	nad 60 let	slovenščina	standardni jezik	fakulteta ali več	-	-	4	1181
Artur-J-Gvecg-P500013	Artur-J	Artur-J-G3015	moški	-	slovenščina	pogovorni jezik	fakulteta ali več	-	-	7	1438
Artur-J-Gvecg-P500013	Artur-J	Artur-J-G3042	ženski	-		-	-	-	-	1	128
Artur-J-Gvecg-P500013	Artur-J	Artur-J-G3043	ženski	-		-	-	-	-	1	61
